,Company Name,Date,Environment,Social,Governance,ESG_ratings,Final_ESG_Score,Historical_esg_score
1947,BOAL Holding Coöperatief UA,2024-03-19,-1.0,-1.0,-1.0,6.6,6.6,6.6
1948,Boardwalk Pipeline Partners LP,2024-03-19,-1.0,-1.0,-1.0,20.8,20.8,20.8
1949,Boardwalk Real Estate Investment Trust,2024-03-19,-1.0,-1.0,-1.0,17.8,17.8,17.8
1950,BOC Aviation (USA) Corp.,2024-03-19,-1.0,-1.0,-1.0,21.7,21.7,21.7
1951,BOC Aviation Ltd.,2024-03-19,-1.0,-1.0,-1.0,21.1,21.1,21.1
1952,BOC Hong Kong (Holdings) Ltd.,2024-03-19,-1.0,-1.0,-1.0,23.2,23.2,23.2
1953,"BOC International (China) Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,33.6,33.6,33.6
1954,BOCOM International Holdings Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,33.1,33.1,33.1
1955,BoCom Leasing Management Hong Kong Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,26.7,26.7,26.7
1956,Bodycote Plc,2024-03-19,-1.0,-1.0,-1.0,31.0,31.0,31.0
1957,"BOE Technology Group Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,26.0,26.0,26.0
1958,BOE Varitronix Ltd.,2024-03-19,-1.0,-1.0,-1.0,34.0,34.0,34.0
1959,"Bohai Leasing Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,32.8,32.8,32.8
1960,Boiron SA,2024-03-19,-1.0,-1.0,-1.0,30.3,30.3,30.3
1961,Boise Cascade Co.,2024-03-19,-1.0,-1.0,-1.0,21.7,21.7,21.7
1962,BOK Financial Corp.,2024-03-19,-1.0,-1.0,-1.0,21.2,21.2,21.2
1963,Boliden AB,2024-03-19,-1.0,-1.0,-1.0,24.0,24.0,24.0
1964,Bolloré SE,2024-03-19,-1.0,-1.0,-1.0,12.5,12.5,12.5
1965,Bolsa Mexicana de Valores SAB de CV,2024-03-19,-1.0,-1.0,-1.0,11.1,11.1,11.1
1966,"Bombardier, Inc.",2024-03-19,-1.0,-1.0,-1.0,32.6,32.6,32.6
1943,BNP Paribas Cardif SA,2024-03-19,-1.0,-1.0,-1.0,13.0,13.0,13.0
1915,Bloomsbury Publishing Plc,2024-03-19,-1.0,-1.0,-1.0,14.1,14.1,14.1
1942,BNP Paribas Bank Polska SA,2024-03-19,-1.0,-1.0,-1.0,10.2,10.2,10.2
1940,BNG Bank NV,2024-03-19,-1.0,-1.0,-1.0,9.2,9.2,9.2
1917,Blue Bird Corp.,2024-03-19,-1.0,-1.0,-1.0,35.0,35.0,35.0
1918,Blue Bright Ltd.,2024-03-19,-1.0,-1.0,-1.0,36.0,36.0,36.0
1919,Blue Dart Express Ltd.,2024-03-19,-1.0,-1.0,-1.0,18.5,18.5,18.5
1920,Blue Foundry Bancorp,2024-03-19,-1.0,-1.0,-1.0,31.6,31.6,31.6
1921,Blue Moon Group Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,28.0,28.0,28.0
1922,Blue Owl Capital Corp.,2024-03-19,-1.0,-1.0,-1.0,27.6,27.6,27.6
1923,"Blue Owl Capital, Inc.",2024-03-19,-1.0,-1.0,-1.0,31.2,31.2,31.2
1924,"Blue Ridge Bankshares, Inc. (Virginia)",2024-03-19,-1.0,-1.0,-1.0,32.5,32.5,32.5
1925,"Blue Sail Medical Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,34.8,34.8,34.8
1926,Blue Square Real Estate Ltd.,2024-03-19,-1.0,-1.0,-1.0,24.1,24.1,24.1
1927,Blue Star Ltd.,2024-03-19,-1.0,-1.0,-1.0,29.2,29.2,29.2
1928,"Bluebik Group Public Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,22.4,22.4,22.4
1929,"bluebird bio, Inc.",2024-03-19,-1.0,-1.0,-1.0,29.9,29.9,29.9
1930,BlueFocus Intelligent Communications Group Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,25.7,25.7,25.7
1931,Bluegreen Vacations Holding Corp.,2024-03-19,-1.0,-1.0,-1.0,32.7,32.7,32.7
1932,"BlueLinx Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,27.5,27.5,27.5
1933,BlueNord ASA,2024-03-19,-1.0,-1.0,-1.0,46.3,46.3,46.3
1934,Blueprint Medicines Corp.,2024-03-19,-1.0,-1.0,-1.0,22.3,22.3,22.3
1935,BlueScope Steel Ltd.,2024-03-19,-1.0,-1.0,-1.0,29.3,29.3,29.3
1936,Bluestar Adisseo Co.,2024-03-19,-1.0,-1.0,-1.0,20.9,20.9,20.9
1937,"BMC Software, Inc.",2024-03-19,-1.0,-1.0,-1.0,17.4,17.4,17.4
1938,"BML, Inc.",2024-03-19,-1.0,-1.0,-1.0,22.5,22.5,22.5
1939,"BNC Korea Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,24.7,24.7,24.7
1941,"BNK Financial Group, Inc.",2024-03-19,-1.0,-1.0,-1.0,26.8,26.8,26.8
1539,"Bandai Namco Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,17.0,17.0,17.0
1861,"Bio-Rad Laboratories, Inc.",2024-03-19,-1.0,-1.0,-1.0,17.3,17.3,17.3
1859,"BINGGRAE Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,26.7,26.7,26.7
1782,"Benson Hill, Inc.",2024-03-19,-1.0,-1.0,-1.0,34.2,34.2,34.2
1783,"Bentley Systems, Inc.",2024-03-19,-1.0,-1.0,-1.0,16.1,16.1,16.1
1784,Bera Holding AS,2024-03-19,-1.0,-1.0,-1.0,50.4,50.4,50.4
1785,Berger Paints India Ltd.,2024-03-19,-1.0,-1.0,-1.0,32.4,32.4,32.4
1786,Bergman & Beving AB,2024-03-19,-1.0,-1.0,-1.0,23.9,23.9,23.9
1787,Bergs Timber AB,2024-03-19,-1.0,-1.0,-1.0,19.0,19.0,19.0
1788,Berjaya Corp. Bhd.,2024-03-19,-1.0,-1.0,-1.0,42.5,42.5,42.5
1789,Berkeley Group Holdings Plc,2024-03-19,-1.0,-1.0,-1.0,14.2,14.2,14.2
1790,"Berkshire Grey, Inc.",2024-03-19,-1.0,-1.0,-1.0,35.7,35.7,35.7
1791,Berkshire Hathaway Energy Co.,2024-03-19,-1.0,-1.0,-1.0,34.3,34.3,34.3
1792,"Berkshire Hathaway, Inc.",2024-03-19,-1.0,-1.0,-1.0,26.3,26.3,26.3
1793,"Berkshire Hills Bancorp, Inc.",2024-03-19,-1.0,-1.0,-1.0,17.7,17.7,17.7
1794,Berli Jucker Public Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,26.8,26.8,26.8
1795,Berlin Hyp AG,2024-03-19,-1.0,-1.0,-1.0,7.1,7.1,7.1
1796,Bermaz Auto Bhd.,2024-03-19,-1.0,-1.0,-1.0,11.2,11.2,11.2
1797,Berner Kantonalbank AG,2024-03-19,-1.0,-1.0,-1.0,26.7,26.7,26.7
1798,Berry Corp.,2024-03-19,-1.0,-1.0,-1.0,46.3,46.3,46.3
1799,"Berry Global Group, Inc.",2024-03-19,-1.0,-1.0,-1.0,16.1,16.1,16.1
1800,Bertelsmann SE & Co. KGaA,2024-03-19,-1.0,-1.0,-1.0,9.1,9.1,9.1
1801,Bertrandt AG,2024-03-19,-1.0,-1.0,-1.0,23.3,23.3,23.3
1802,Beryl 8 Plus PCL,2024-03-19,-1.0,-1.0,-1.0,20.2,20.2,20.2
1803,BES Engineering Corp.,2024-03-19,-1.0,-1.0,-1.0,38.3,38.3,38.3
1804,Besqab AB,2024-03-19,-1.0,-1.0,-1.0,19.3,19.3,19.3
1781,"Bengo4.com, Inc.",2024-03-19,-1.0,-1.0,-1.0,29.8,29.8,29.8
1805,"Best Buy Co., Inc.",2024-03-19,-1.0,-1.0,-1.0,15.6,15.6,15.6
1780,Bénéteau SA,2024-03-19,-1.0,-1.0,-1.0,9.7,9.7,9.7
1778,Benefit Systems SA,2024-03-19,-1.0,-1.0,-1.0,10.4,10.4,10.4
1755,"Beijing Yuanliu Hongyuan Electronic Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,26.4,26.4,26.4
1756,"Beijing Zhong Ke San Huan High-Tech Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,25.3,25.3,25.3
1757,"Beijing-Shanghai High-Speed Railway Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,33.0,33.0,33.0
1758,Bekaert SA,2024-03-19,-1.0,-1.0,-1.0,21.4,21.4,21.4
1759,Beken Corp.,2024-03-19,-1.0,-1.0,-1.0,41.4,41.4,41.4
1760,"Belc Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,24.9,24.9,24.9
1761,"Belden, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.9,18.9,18.9
1762,Belfius Bank SA,2024-03-19,-1.0,-1.0,-1.0,18.5,18.5,18.5
1763,Believe SA,2024-03-19,-1.0,-1.0,-1.0,13.7,13.7,13.7
1764,BELIMO Holding AG,2024-03-19,-1.0,-1.0,-1.0,22.4,22.4,22.4
1765,Bell Food Group AG,2024-03-19,-1.0,-1.0,-1.0,23.7,23.7,23.7
1766,Bellevue Gold Ltd.,2024-03-19,-1.0,-1.0,-1.0,31.6,31.6,31.6
1767,"BellRing Brands, Inc.",2024-03-19,-1.0,-1.0,-1.0,32.0,32.0,32.0
1768,"BELLSYSTEM24 Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,9.6,9.6,9.6
1769,"Belluna Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,28.6,28.6,28.6
1770,"BELLUS Health, Inc.",2024-03-19,-1.0,-1.0,-1.0,32.7,32.7,32.7
1771,Bellway Plc,2024-03-19,-1.0,-1.0,-1.0,18.6,18.6,18.6
1772,Belships ASA,2024-03-19,-1.0,-1.0,-1.0,28.7,28.7,28.7
1773,BEML Ltd.,2024-03-19,-1.0,-1.0,-1.0,23.2,23.2,23.2
1774,Benchmark 2023-V2 Mortgage Trust,2024-03-19,-1.0,-1.0,-1.0,31.3,31.3,31.3
1775,"Benchmark Electronics, Inc.",2024-03-19,-1.0,-1.0,-1.0,7.1,7.1,7.1
1776,Bendigo & Adelaide Bank Ltd.,2024-03-19,-1.0,-1.0,-1.0,23.8,23.8,23.8
1777,Benefit One Inc.,2024-03-19,-1.0,-1.0,-1.0,14.8,14.8,14.8
1779,"Benesse Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,13.7,13.7,13.7
1860,Binjiang Service Group Co. Ltd.,2024-03-19,-1.0,-1.0,-1.0,17.7,17.7,17.7
1806,Best World International Ltd.,2024-03-19,-1.0,-1.0,-1.0,30.8,30.8,30.8
1808,"Bestore Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,25.4,25.4,25.4
1836,"Bic Camera, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.0,18.0,18.0
1837,BICO Group AB,2024-03-19,-1.0,-1.0,-1.0,29.5,29.5,29.5
1838,Bicycle Therapeutics Plc,2024-03-19,-1.0,-1.0,-1.0,14.3,14.3,14.3
1839,Bid Corp. Ltd.,2024-03-19,-1.0,-1.0,-1.0,20.3,20.3,20.3
1840,"BIEM.L.FDLKK Garment Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,18.8,18.8,18.8
1841,Biesse SpA,2024-03-19,-1.0,-1.0,-1.0,27.7,27.7,27.7
1842,Big 5 Sporting Goods Corp.,2024-03-19,-1.0,-1.0,-1.0,19.2,19.2,19.2
1843,BIG Shopping Centers Ltd.,2024-03-19,-1.0,-1.0,-1.0,23.9,23.9,23.9
1844,Big Technologies Plc,2024-03-19,-1.0,-1.0,-1.0,13.1,13.1,13.1
1845,Big Yellow Group Plc,2024-03-19,-1.0,-1.0,-1.0,9.5,9.5,9.5
1846,Bigben Interactive SA,2024-03-19,-1.0,-1.0,-1.0,20.9,20.9,20.9
1847,"BigCommerce Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,23.2,23.2,23.2
1848,"Biglari Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,32.2,32.2,32.2
1849,Bijou Brigitte modische Accessoires AG,2024-03-19,-1.0,-1.0,-1.0,18.8,18.8,18.8
1850,Bilfinger SE,2024-03-19,-1.0,-1.0,-1.0,16.2,16.2,16.2
1851,Bilia AB,2024-03-19,-1.0,-1.0,-1.0,11.1,11.1,11.1
1852,"Bilibili, Inc.",2024-03-19,-1.0,-1.0,-1.0,24.6,24.6,24.6
1853,"Bill Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,23.2,23.2,23.2
1854,Billerud AB,2024-03-19,-1.0,-1.0,-1.0,14.5,14.5,14.5
1855,BIM Birlesik Magazalar AS,2024-03-19,-1.0,-1.0,-1.0,30.9,30.9,30.9
1856,"Bimbo Bakeries USA, Inc.",2024-03-19,-1.0,-1.0,-1.0,30.9,30.9,30.9
1857,BinDawood Holding Co.,2024-03-19,-1.0,-1.0,-1.0,32.7,32.7,32.7
1858,"BINEX Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,37.8,37.8,37.8
1835,BHP Group Ltd.,2024-03-19,-1.0,-1.0,-1.0,28.2,28.2,28.2
1807,"Bestechnic (Shanghai) Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,34.0,34.0,34.0
1834,BHG Group AB,2024-03-19,-1.0,-1.0,-1.0,24.8,24.8,24.8
1832,Bharat Petroleum Corp. Ltd.,2024-03-19,-1.0,-1.0,-1.0,37.6,37.6,37.6
1809,"Bestway Marine & Energy Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,39.4,39.4,39.4
1810,Betagro Public Co Ltd,2024-03-19,-1.0,-1.0,-1.0,38.7,38.7,38.7
1811,"Bethel Automotive Safety Systems Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,27.9,27.9,27.9
1812,Betsson AB,2024-03-19,-1.0,-1.0,-1.0,21.4,21.4,21.4
1813,"Betta Pharmaceuticals Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,36.7,36.7,36.7
1814,Better Collective A/S,2024-03-19,-1.0,-1.0,-1.0,17.1,17.1,17.1
1815,Bevco Lux SARL,2024-03-19,-1.0,-1.0,-1.0,19.8,19.8,19.8
1816,Bewi ASA,2024-03-19,-1.0,-1.0,-1.0,19.6,19.6,19.6
1817,"Beyond Air, Inc.",2024-03-19,-1.0,-1.0,-1.0,26.6,26.6,26.6
1818,"Beyond Meat, Inc.",2024-03-19,-1.0,-1.0,-1.0,40.3,40.3,40.3
1819,"Beyond Securities Public Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,33.1,33.1,33.1
1820,Beyondsoft Corp.,2024-03-19,-1.0,-1.0,-1.0,22.1,22.1,22.1
1821,Bezeq The Israeli Telecommunication Corp. Ltd.,2024-03-19,-1.0,-1.0,-1.0,34.0,34.0,34.0
1822,BFF Bank SpA,2024-03-19,-1.0,-1.0,-1.0,17.0,17.0,17.0
1823,"BGC Group, Inc.",2024-03-19,-1.0,-1.0,-1.0,19.8,19.8,19.8
1824,"BGF Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,20.9,20.9,20.9
1825,"BGF Retail Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,23.3,23.3,23.3
1826,"BGI Genomics Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,20.4,20.4,20.4
1827,"BH Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,23.9,23.9,23.9
1828,Bharat Dynamics Ltd.,2024-03-19,-1.0,-1.0,-1.0,27.2,27.2,27.2
1829,Bharat Electronics Ltd.,2024-03-19,-1.0,-1.0,-1.0,31.3,31.3,31.3
1830,Bharat Forge Ltd.,2024-03-19,-1.0,-1.0,-1.0,21.7,21.7,21.7
1831,Bharat Heavy Electricals Ltd.,2024-03-19,-1.0,-1.0,-1.0,26.4,26.4,26.4
1833,Bharti Airtel Ltd.,2024-03-19,-1.0,-1.0,-1.0,19.5,19.5,19.5
1538,Bancolombia SA,2024-03-19,-1.0,-1.0,-1.0,17.8,17.8,17.8
1537,Banco Votorantim SA,2024-03-19,-1.0,-1.0,-1.0,25.9,25.9,25.9
1536,Banco Santander Totta SA,2024-03-19,-1.0,-1.0,-1.0,38.1,38.1,38.1
1243,Aster DM Healthcare Ltd.,2024-03-19,-1.0,-1.0,-1.0,30.3,30.3,30.3
1244,Aster Group Ltd.,2024-03-19,-1.0,-1.0,-1.0,14.4,14.4,14.4
1245,ASTM SpA,2024-03-19,-1.0,-1.0,-1.0,5.3,5.3,5.3
1246,Aston Martin Lagonda Global Holdings Plc,2024-03-19,-1.0,-1.0,-1.0,30.5,30.5,30.5
1247,Astra Industrial Group,2024-03-19,-1.0,-1.0,-1.0,47.9,47.9,47.9
1248,Astral Foods Ltd.,2024-03-19,-1.0,-1.0,-1.0,32.6,32.6,32.6
1249,Astral Ltd.,2024-03-19,-1.0,-1.0,-1.0,25.0,25.0,25.0
1250,AstraZeneca Pharma India Ltd.,2024-03-19,-1.0,-1.0,-1.0,28.0,28.0,28.0
1251,AstraZeneca PLC,2024-03-19,-1.0,-1.0,-1.0,22.0,22.0,22.0
1252,"Astria Therapeutics, Inc.",2024-03-19,-1.0,-1.0,-1.0,28.3,28.3,28.3
1253,Astro Malaysia Holdings Bhd.,2024-03-19,-1.0,-1.0,-1.0,13.4,13.4,13.4
1254,Astronics Corp.,2024-03-19,-1.0,-1.0,-1.0,42.8,42.8,42.8
1255,"Asure Software, Inc.",2024-03-19,-1.0,-1.0,-1.0,23.3,23.3,23.3
1256,"ASUSTek Computer, Inc.",2024-03-19,-1.0,-1.0,-1.0,15.5,15.5,15.5
1257,ASX Ltd.,2024-03-19,-1.0,-1.0,-1.0,20.0,20.0,20.0
1258,"Asymchem Laboratories (Tianjin) Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,20.2,20.2,20.2
1259,AT & S Austria Technologie & Systemtechnik AG,2024-03-19,-1.0,-1.0,-1.0,17.3,17.3,17.3
1260,"AT&T, Inc.",2024-03-19,-1.0,-1.0,-1.0,21.5,21.5,21.5
1261,Ataa Educational Co.,2024-03-19,-1.0,-1.0,-1.0,22.0,22.0,22.0
1262,Atacadão SA,2024-03-19,-1.0,-1.0,-1.0,25.4,25.4,25.4
1263,ATAI Life Sciences NV,2024-03-19,-1.0,-1.0,-1.0,32.8,32.8,32.8
1264,Atalaya Mining Plc,2024-03-19,-1.0,-1.0,-1.0,34.4,34.4,34.4
1265,"Atara Biotherapeutics, Inc.",2024-03-19,-1.0,-1.0,-1.0,26.2,26.2,26.2
1242,"Astellas Pharma, Inc.",2024-03-19,-1.0,-1.0,-1.0,19.0,19.0,19.0
1266,ATCO Ltd.,2024-03-19,-1.0,-1.0,-1.0,27.8,27.8,27.8
1241,"Astec Industries, Inc.",2024-03-19,-1.0,-1.0,-1.0,28.5,28.5,28.5
1239,"Assured Guaranty US Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,27.4,27.4,27.4
1216,ASML Holding NV,2024-03-19,-1.0,-1.0,-1.0,10.0,10.0,10.0
1217,ASMPT Ltd.,2024-03-19,-1.0,-1.0,-1.0,22.4,22.4,22.4
1218,ASOS Plc,2024-03-19,-1.0,-1.0,-1.0,21.1,21.1,21.1
1219,"ASPEED Technology, Inc.",2024-03-19,-1.0,-1.0,-1.0,16.8,16.8,16.8
1220,"Aspen Aerogels, Inc.",2024-03-19,-1.0,-1.0,-1.0,27.8,27.8,27.8
1221,Aspen Pharmacare Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,26.3,26.3,26.3
1222,"Aspen Technology, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.8,18.8,18.8
1223,ASR Nederland NV,2024-03-19,-1.0,-1.0,-1.0,9.6,9.6,9.6
1224,"ASRock, Inc.",2024-03-19,-1.0,-1.0,-1.0,18.6,18.6,18.6
1225,Assa Abloy AB,2024-03-19,-1.0,-1.0,-1.0,18.7,18.7,18.7
1226,Assala Energy Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,27.3,27.3,27.3
1227,Asseco Poland SA,2024-03-19,-1.0,-1.0,-1.0,23.3,23.3,23.3
1228,Asseco South Eastern Europe SA,2024-03-19,-1.0,-1.0,-1.0,23.2,23.2,23.2
1229,"Assertio Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,34.1,34.1,34.1
1230,Asset World Corp. Pcl,2024-03-19,-1.0,-1.0,-1.0,18.0,18.0,18.0
1231,"AssetMark Financial Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,29.6,29.6,29.6
1232,Assicurazioni Generali SpA,2024-03-19,-1.0,-1.0,-1.0,17.7,17.7,17.7
1233,Associated Banc-Corp,2024-03-19,-1.0,-1.0,-1.0,25.4,25.4,25.4
1234,Associated British Foods Plc,2024-03-19,-1.0,-1.0,-1.0,31.2,31.2,31.2
1235,Associated British Ports Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,10.7,10.7,10.7
1236,Assura Plc,2024-03-19,-1.0,-1.0,-1.0,13.4,13.4,13.4
1237,"Assurant, Inc.",2024-03-19,-1.0,-1.0,-1.0,23.9,23.9,23.9
1238,Assured Guaranty Ltd.,2024-03-19,-1.0,-1.0,-1.0,25.4,25.4,25.4
1240,"AST Spacemobile, Inc.",2024-03-19,-1.0,-1.0,-1.0,33.0,33.0,33.0
1215,Asmedia Technology Inc.,2024-03-19,-1.0,-1.0,-1.0,15.9,15.9,15.9
1267,Atea ASA,2024-03-19,-1.0,-1.0,-1.0,17.9,17.9,17.9
1269,Atento SA,2024-03-19,-1.0,-1.0,-1.0,10.5,10.5,10.5
1297,ATS Corp.,2024-03-19,-1.0,-1.0,-1.0,33.0,33.0,33.0
1298,Attacq Ltd.,2024-03-19,-1.0,-1.0,-1.0,14.2,14.2,14.2
1299,Attendo AB,2024-03-19,-1.0,-1.0,-1.0,33.2,33.2,33.2
1300,Atul Ltd.,2024-03-19,-1.0,-1.0,-1.0,35.8,35.8,35.8
1301,AU Small Finance Bank Ltd.,2024-03-19,-1.0,-1.0,-1.0,21.3,21.3,21.3
1302,AUB Group Ltd.,2024-03-19,-1.0,-1.0,-1.0,21.1,21.1,21.1
1303,Aubay SA,2024-03-19,-1.0,-1.0,-1.0,19.2,19.2,19.2
1304,Auckland International Airport Ltd.,2024-03-19,-1.0,-1.0,-1.0,19.6,19.6,19.6
1305,Auction Technology Group Plc,2024-03-19,-1.0,-1.0,-1.0,25.7,25.7,25.7
1306,"Audacy, Inc.",2024-03-19,-1.0,-1.0,-1.0,19.8,19.8,19.8
1307,Audax Renovables SA,2024-03-19,-1.0,-1.0,-1.0,19.5,19.5,19.5
1308,Audinate Group Ltd.,2024-03-19,-1.0,-1.0,-1.0,25.0,25.0,25.0
1309,AudioCodes Ltd.,2024-03-19,-1.0,-1.0,-1.0,19.6,19.6,19.6
1310,Auna SAA,2024-03-19,-1.0,-1.0,-1.0,29.4,29.4,29.4
1311,AUO Corp.,2024-03-19,-1.0,-1.0,-1.0,15.5,15.5,15.5
1312,"Aura Biosciences, Inc.",2024-03-19,-1.0,-1.0,-1.0,27.4,27.4,27.4
1313,Aura Investments Ltd.,2024-03-19,-1.0,-1.0,-1.0,23.5,23.5,23.5
1314,"AURAS Technology Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,15.3,15.3,15.3
1315,Aurelia Metals Ltd.,2024-03-19,-1.0,-1.0,-1.0,34.2,34.2,34.2
1316,AURELIUS Equity Opportunities SE & Co. KGaA,2024-03-19,-1.0,-1.0,-1.0,33.4,33.4,33.4
1317,Auren Energia SA,2024-03-19,-1.0,-1.0,-1.0,30.5,30.5,30.5
1318,"Aurinia Pharmaceuticals, Inc.",2024-03-19,-1.0,-1.0,-1.0,27.3,27.3,27.3
1319,Aurizon Holdings Ltd.,2024-03-19,-1.0,-1.0,-1.0,23.1,23.1,23.1
1296,Atrium Ljungberg AB,2024-03-19,-1.0,-1.0,-1.0,13.0,13.0,13.0
1268,"Atea Pharmaceuticals, Inc.",2024-03-19,-1.0,-1.0,-1.0,36.1,36.1,36.1
1295,Atrion Corp.,2024-03-19,-1.0,-1.0,-1.0,17.8,17.8,17.8
1293,ATRESMEDIA Corporacion de Medios de Comunicación SA,2024-03-19,-1.0,-1.0,-1.0,12.1,12.1,12.1
1270,Athabasca Indigenous Midstream Partnership Ltd.,2024-03-19,-1.0,-1.0,-1.0,35.1,35.1,35.1
1271,Athabasca Oil Corp.,2024-03-19,-1.0,-1.0,-1.0,52.5,52.5,52.5
1272,Athens Water Supply & Sewage Co. SA,2024-03-19,-1.0,-1.0,-1.0,34.9,34.9,34.9
1273,Athora Holding Ltd.,2024-03-19,-1.0,-1.0,-1.0,26.6,26.6,26.6
1274,"ATI, Inc. (Texas)",2024-03-19,-1.0,-1.0,-1.0,37.7,37.7,37.7
1275,"Atkore, Inc.",2024-03-19,-1.0,-1.0,-1.0,22.0,22.0,22.0
1276,Atlantic Union Bankshares Corp.,2024-03-19,-1.0,-1.0,-1.0,25.7,25.7,25.7
1277,Atlantica Sustainable Infrastructure Plc,2024-03-19,-1.0,-1.0,-1.0,13.5,13.5,13.5
1278,Atlanticus Holdings Corp.,2024-03-19,-1.0,-1.0,-1.0,30.3,30.3,30.3
1279,"Atlas Air Worldwide Holdings, Inc.",2024-03-19,-1.0,-1.0,-1.0,23.5,23.5,23.5
1280,Atlas Arteria Ltd.,2024-03-19,-1.0,-1.0,-1.0,7.3,7.3,7.3
1281,Atlas Copco AB,2024-03-19,-1.0,-1.0,-1.0,22.0,22.0,22.0
1282,Atlassian Corp.,2024-03-19,-1.0,-1.0,-1.0,20.5,20.5,20.5
1283,Atmos Energy Corp.,2024-03-19,-1.0,-1.0,-1.0,32.3,32.3,32.3
1284,"ATN International, Inc.",2024-03-19,-1.0,-1.0,-1.0,34.6,34.6,34.6
1285,ATOM Corp.,2024-03-19,-1.0,-1.0,-1.0,31.9,31.9,31.9
1286,"Atomera, Inc.",2024-03-19,-1.0,-1.0,-1.0,22.0,22.0,22.0
1287,Atos SE,2024-03-19,-1.0,-1.0,-1.0,13.7,13.7,13.7
1288,ATOSS Software AG,2024-03-19,-1.0,-1.0,-1.0,17.1,17.1,17.1
1289,ATP Tower Holdings LLC,2024-03-19,-1.0,-1.0,-1.0,35.1,35.1,35.1
1290,"Atrae, Inc.",2024-03-19,-1.0,-1.0,-1.0,23.0,23.0,23.0
1291,Atrato Onsite Energy Plc,2024-03-19,-1.0,-1.0,-1.0,34.7,34.7,34.7
1292,ATRenew Inc.,2024-03-19,-1.0,-1.0,-1.0,17.8,17.8,17.8
1294,"AtriCure, Inc.",2024-03-19,-1.0,-1.0,-1.0,22.8,22.8,22.8
1320,Aurizon Network Pty Ltd.,2024-03-19,-1.0,-1.0,-1.0,9.4,9.4,9.4
1214,ASM International NV,2024-03-19,-1.0,-1.0,-1.0,12.4,12.4,12.4
1212,"ASKA Pharmaceutical Holdings Co., Ltd.",2024-03-19,-1.0,-1.0,-1.0,27.5,27.5,27.5
1135,"Aritzia, Inc.",2024-03-19,-1.0,-1.0,-1.0,16.0,16.0,16.0
1136,Arizona Public Service Co.,2024-03-19,-1.0,-1.0,-1.0,29.1,29.1,29.1
1137,Arjo AB,2024-03-19,-1.0,-1.0,-1.0,20.5,20.5,20.5
1138,Arkema SA,2024-03-19,-1.0,-1.0,-1.0,18.4,18.4,18.4
1139,ARKO Corp.,2024-03-19,-1.0,-1.0,-1.0,50.0,50.0,50.0
1140,Arla Plast AB,2024-03-19,-1.0,-1.0,-1.0,29.1,29.1,29.1
1141,"Arlo Technologies, Inc.",2024-03-19,-1.0,-1.0,-1.0,14.8,14.8,14.8
